"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19","Dim.20","Dim.21","Dim.22","Dim.23","Dim.24","Dim.25","Dim.26","Dim.27","Dim.28","Dim.29","Dim.30","Dim.31","Dim.32","Dim.33","Dim.34","Dim.35","Dim.36","Dim.37","Dim.38","Dim.39","Dim.40","Dim.41","Dim.42","Dim.43","Dim.44","Dim.45","Dim.46","Dim.47","Dim.48","Dim.49","Dim.50","Dim.51","Dim.52","Dim.53","Dim.54","Dim.55","Dim.56","Dim.57","Dim.58","Dim.59","Dim.60","Dim.61"
"1",-0.00851190644594261,0.0298676134923124,-0.0189115752606435,0.0240031805136571,0.0398756524642676,-0.0305867973985341,0.0128609417897292,-0.0132175925197287,0.0174766472527678,-0.0179476849114444,0.00673785993384462,3.58154005431404e-05,-0.0144742087687569,-0.0324682728697663,0.00927343998841291,0.0104840929755155,0.00760117029527234,0.0297612734324963,0.0255763995982181,-0.0356694395256593,-0.00339095903730062,-0.00829586835253327,-0.000135578034271306,0.00431789159992633,-0.0322134941191631,-0.0380763771700693,0.0156729949041593,-0.0046422068661593,0.0214704542493364,0.0106621024955695,0.0292817765859005,-0.0194219399697173,-0.0355385206337003,0.0213249428074325,-0.0287367216387377,-0.00165091650184751,-0.00267133010649778,0.0313779594381531,0.0274561791610594,0.00677801531805074,0.0285466761341762,0.0135500158457374,0.0187240935927048,0.00446354018790184,0.00371634356743836,-0.00818270699343331,-0.0147271707829942,-0.0429311962217047,0.0115362777392602,-0.0117130480456445,0.000678503081753793,0.0107195910386644,0.0327508354166804,-0.00920675346156417,0.0107861065750869,-0.0081787241841224,0.0230948907438059,0.0345317933830232,0.00344121317185794,0.00279896975879833,-0.00938419523153663
"2",-0.0415940727695694,-0.0182936989402088,-0.00131135775372394,0.0127596705109203,-0.00502021433096886,-0.0127134512411875,0.0171768545794156,0.00392517608507241,0.0304424976994764,-0.0444173071861595,0.0258788351404974,0.0195938762820714,-0.0145741521557863,-0.0126208507725776,-0.00322827108830899,0.0114946623096951,-0.0192299607267548,0.00974759715686435,0.0129609474837441,-0.0209572836778124,-0.000523526490569954,-0.0420863245552077,-0.00682527609800889,-0.0420417678851267,0.0195262465034159,-0.0172332392582199,-0.0305086624864119,0.0124260970926789,0.0149144105947602,0.00435198026839433,0.0151311728091305,-0.0256686356449069,-0.00846725246200869,-0.00789943865354569,0.000954892916431713,-0.0226480995604762,0.00952516270806663,-0.00385505267697692,-0.00989310302262128,0.0118994908682986,0.0136313321006489,-0.0157700188701243,0.00875870279837256,0.0046896193192854,0.0194729805727817,0.0090660502587539,0.00478494354012034,0.0146177113068833,0.00157738154692235,0.000342461764583628,0.000722307975067113,-0.0113203330641585,-0.00415536912697107,-0.00354238866765006,-0.00169356380871973,-0.00355084739844415,0.00569818389322048,0.00456828130147636,0.000157214387146555,0.00634809017052209,0.00630746216616875
"3",-0.0393972130196641,-0.0199136667241727,-0.00754357597805576,0.011809285024831,-0.00937862488097405,-0.0138970217569514,0.0222008049125027,0.00515289719903793,0.0185278803218449,-0.0541756872598433,0.0240643056470953,0.0304336012793341,-0.0186304445168144,-0.0196075404127179,-0.0102300345836802,0.00592414895643229,-0.0113579400995078,0.0133842593935446,0.00728344416485215,-0.0219721733152113,-0.00863840868435382,-0.0345291624909515,-0.0127429448694517,-0.033725048976981,0.0161254274973402,-0.0205758046471612,-0.0324893051284202,0.0190359665728624,0.0119392509369922,-0.00202991234710649,0.00963856816115386,-0.0235073895017772,-0.0134829353440144,-0.00319655556920006,0.00671623468303809,-0.0164225070131193,0.0129939719233126,-0.0026260002607421,-0.00751306076616441,-3.9407328531625e-05,0.00766022110721365,-0.00943687312005971,0.00959189875837658,0.00561408236025094,0.0100155408921739,0.00887875333509454,0.0126917072709878,0.0149372901980293,-0.00467568306739565,0.00568614661591682,-0.00948635981668506,0.00501877291644767,-0.00234751594584757,0.000487760244035022,0.000736374877933842,0.00434464522498203,-0.00108168463683285,0.00722027200611965,0.00698305940373182,0.00463137059514429,0.00627405366342721
"4",-0.00848484873628946,0.00988620499531472,0.0270268905292987,0.050554292453389,0.0157141058776776,0.0214938249039825,-0.0113565709131219,0.00915300000115772,-7.1701015737072e-05,-0.0323777435990885,0.000959252794218704,-0.0109601417651638,-0.00875287567897743,-0.0198362919971232,0.0368594215010407,0.00442141316135354,0.00868035636063038,0.0352098485744676,0.0027136040115726,-0.0329821674307749,0.0313181245153096,-0.0180796185154364,-0.0167604145522379,0.00146067111462461,-0.0050453483260194,-0.0322620725463529,-0.000411023889161172,0.0105817004644304,0.0224543863978049,0.00250761386923325,0.0106194557849136,0.0051826686713907,-0.0331955348206042,0.00536598306203709,0.00656665026217458,0.0032266962071365,-0.00228262988193623,-0.00331240295139753,-0.0059597226956427,-0.00529913336909126,0.0052629611821724,0.00199671186181043,0.00955650069320504,-0.0146988210760143,0.0104512988762809,0.0143034735598379,0.00837894114595761,-0.00397089859229966,-0.00455258845552166,0.0146498719618784,0.0116495580030523,0.00499088457235109,-0.0204467838816456,0.0182389869261635,-0.0139236948766297,-0.00972386944779082,0.0144271079462875,0.030531999967624,-0.0242831549065376,0.0118837870984424,-0.0101035044221076
"5",0.0244580661276589,-0.0390428081349393,-0.00837883461476838,0.0206363270541039,0.00880126618580392,-0.0246319345199779,0.0276428589997322,-0.024914684289663,0.0298276594904798,0.00792423471389793,-0.00532959180540149,0.0171447233736792,-0.0308379537881298,-0.0370764439649926,0.0162957266634907,-0.0169701292874481,-0.0127118029355071,0.0200518889134838,0.0145980665462109,0.0192306188874429,-0.00359704228737385,-0.0195361626816336,-0.00345914658825014,0.00485449149441236,-0.00224502840189507,-0.0305843847030998,0.0147525100021731,0.0148363942736715,0.0193657490466478,-0.0255633372214315,0.00810026228995566,-0.00376990402460865,-0.00733947087398076,0.00885607628660978,0.017528875816618,-0.00924968407647049,-0.00638087566589085,-0.000930233277845898,0.0353779238848556,0.000964723649855007,-0.000606294480273686,-0.0213226254428852,-0.00456983887763603,0.0115257719977847,-0.00144183965843298,-0.00707098930152637,-0.00293627003811445,-0.00836229786300557,0.00278971631102869,0.00165092024091714,-0.00983639933918106,-0.000819245910306761,0.0105890981246801,-0.00598642804276341,0.0110474456557663,0.00721315831667203,0.00883885472073869,0.0286531756016529,-0.00570180846657886,0.00881544554031786,0.00828220332807158
"6",-0.0121178576977888,0.0130672355430183,-0.00703839200363548,-0.00201204396323879,-0.0227666122242199,-0.048396809103274,0.0592124052268321,-0.0178945800282817,-0.0053346942082082,0.00236933955001511,-0.0243885585229805,-0.021880712844624,-0.017946210361918,-0.00589270186702647,0.0348595632507413,0.0142328298831414,0.0606639714892834,-0.00244897323197917,0.0481533005232431,-0.0229196513661085,0.00871854970344925,0.00819736756616176,-0.0245454211524792,-0.0502232529663432,-0.0156829485230399,-0.0271971174428286,0.00344852557362083,0.00764351724274833,0.00533689136899213,0.00869747466137791,0.0150507219864726,-0.0213080393754431,0.00785053372607069,0.00658800958689925,-0.0292363536549568,-0.00170721909269057,-0.00165589259202916,-0.0218964552993122,-0.00228703122088699,-0.016370187171125,-0.00907931721459193,0.0169066156328433,0.00423031938426019,0.00679223388363269,0.00368296349008041,0.0372446922034463,0.00493430069376069,-0.028427691540174,-0.0113924018487551,0.0156259207456704,-0.0293466323336589,-0.0309125424971602,-0.0176491246447934,0.0227770269460182,-0.0232097054503864,0.0275452139260947,-0.0167658956240498,0.00659867542144612,-0.0197843946990902,0.00205314221045807,0.0114634333159104
"7",0.0038521762524583,0.0288100572033408,0.000326010368815494,0.00378683943105565,-0.0358705259615858,-0.0392867973698863,0.0455913286007186,-0.0425255864764082,0.0280969320181269,0.013237017756046,-0.0213075469040503,-0.000851354057139991,-0.051122057519837,0.0135994852153723,0.0341979746040894,0.0084584564879104,0.012759373769363,0.00432383625344592,0.0121961857771513,-0.00571296015562192,-0.000472093515709483,0.000766713716304795,-0.00264824242231508,0.00212793509825777,-0.00173562158059382,-0.0202615735956471,0.0202896078563648,0.00600662090991779,0.00441671219938524,-0.01227705165023,0.0358292436932604,0.00589823095950085,0.0146081162182208,0.031152485160349,-0.0150836216032346,-0.0126401014255903,0.0020690616796473,-0.00445758928523311,0.0196733168496293,-0.00460849992330864,0.00772031856296203,-0.00770239537843136,0.010505256912889,0.00621684252946691,-0.039798656269293,0.0146456669574791,0.0169469062463005,-0.00233215738811892,-0.00636829043659339,-0.00563383911946462,0.0133353124723849,0.00396294007011142,-0.00705123214632655,0.00594409947082062,-0.00777499675540655,0.0255038135254506,-0.000500878074230492,0.0086068620079432,-0.0102585082508059,-0.000689747119284303,-0.00959968837334103
"8",0.0213565162442352,-0.03231064461947,0.0113305282476259,0.0248194054337999,0.00374966514605638,-0.0246566891056371,0.0263663807199003,0.00792198056082635,0.0164395840697961,-0.0509716924516877,0.0375873730271903,0.0413171165459358,-0.0148193262011998,0.0166450765640316,-0.0264943791553563,-0.0272822468852742,0.017961282479694,0.00529235782711051,0.00488537605044415,-0.023535316453831,-0.00334439900737174,-0.0148300050411272,-0.015972119265953,-0.0373763148568654,0.0136235186327798,-0.0193166346197195,-0.00666458794510043,-0.000523144712734143,0.0172016394277588,0.00286827925238875,0.0152930982928725,-0.0330914701441946,-0.00825818910280028,0.0294130289042745,-0.00566336005853851,-0.00425805037597536,0.0101950586280485,0.0108948864739094,0.00945052927412686,-0.010122558415758,0.00963645153070399,5.16420514967773e-05,-0.00566627823352766,0.00745677147729656,0.000573546661298159,0.0130572549696344,-0.0016876878624498,-0.0170502354756182,0.0106492343277786,0.00607463177853885,0.0071962957004158,0.0125338991811195,0.0057683695892829,0.0183324625886418,0.00146350731664306,0.019696071054925,0.00610071651964691,-0.00298308336377011,0.0148154105699943,0.00504911877995303,0.00211174187637732
"9",-0.0102606834883864,0.0199204820836685,-0.00516861865681566,0.0503442147735529,0.0199870172491665,-0.0106151999947517,0.0211933331322678,-0.0113354420246603,0.019442182717791,-0.0285727287051382,-0.00429093637877211,-0.00317974483876632,0.0130683890283549,-0.025130168348908,-0.0220380354622876,0.0103180041894945,-0.0055748563088372,-0.0149463734832312,0.00765514984541184,-0.0159211192818708,-0.0404247583830197,0.0219606216911127,-0.0186389857434963,-0.0108826041174923,-0.0135069571415258,-0.027114113063638,-0.0235277594446395,0.014724517128038,0.0564267208505359,-0.0145994451489515,-0.0339686392862205,0.0101929750933403,-0.022829746979398,-0.00715577656487177,0.0183347156174967,-0.0236439073186774,-0.00186929989111159,-0.0123680024123758,0.0282469780865402,0.0236110582624023,0.0270509433564116,0.00784116998948316,-0.00701849275182054,-0.0110185526063573,0.0109633568125472,0.0152156230627237,0.0107620100321664,-0.0341895135106825,-0.0072232980659597,0.0130099443624181,0.0132517150879918,0.0209081347603384,0.0183214211847647,0.00388943377843845,0.0116943332990205,0.010048386899988,-0.00317502791316451,0.0107463944188786,-0.00314360947358582,-0.00110546492279557,-0.0128615401166833
"10",-0.0406275799525381,-0.0229735697882725,-0.0134050456140964,0.0127463141737689,-0.0114183334773733,-0.0221146022274882,0.0202685424081972,0.00177650684823242,0.000954819167886008,-0.0202456416130114,0.00906662016007583,-0.0211163568324842,0.0123747041153522,-0.00358863684418132,0.0104369599344675,-0.0165696310326166,0.018181643125342,-0.00059074782219102,-0.0154227200708169,0.0142722381925653,0.016038225150469,-0.0102519352855201,-0.0237344051957067,-0.0390719253871796,-0.0222717503631342,-0.0193602223634249,0.0315854411812393,0.0013162205542786,0.0161164767860218,0.00109221730968683,-0.000854830048327348,-0.0147609273541529,-0.0218919773940665,0.0294326249560093,0.0114253927818548,0.00140058219070611,0.0269198900013202,0.022844338799203,-0.0157737519354836,-0.0226688894266958,0.0209605419213409,-0.0134145579857718,-0.012946132974921,0.00355859441464292,0.0168151888564359,-0.0112884817267516,-0.00603369726265024,0.0353789869708181,-0.00660014739518532,0.0240140229160944,0.0230889339148087,-0.0162077529807753,0.00807301792764591,0.00666007703398929,0.0171431413573715,-0.0261585327165706,-0.00372862288391234,0.0210811363083224,-0.0024014268784041,-0.00582043120990405,-0.0181946206134548
